jci_name,description,sensor_type,sensor_error,unit,type,data_type,name
BONNER.1ST-FLR.RM-1449.VAV-1449.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 FEC 015 COM STPT
BONNER.1ST-FLR.RM-1309.VAV-1309-1A.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 SAV 016 ZN STPT
BONNER.1ST-FLR.RM-1309.VAV-1309-1A.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 016 COM STPT
BONNER.1ST-FLR.RM-1305.VAV-1305.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 VMA 019 COM STPT
BONNER.1ST-FLR.RM-1404.VAV-1404.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 SAV 021 ZN STPT
BONNER.1ST-FLR.RM-1404.VAV-1404.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 021 COM STPT
BONNER.1ST-FLR.RM-1402.VAV-1402.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 FEC 022 COM STPT
BONNER.1ST-FLR.RM-1413.VAV-1413.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 1 AH1 FEC 023 COM STPT
BONNER.2ND-FLR.RM-2129.VAV-2129.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 FEC 004 COM STPT
BONNER.2ND-FLR.RM-2230.VAV-2230.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 005 COM STPT
BONNER.2ND-FLR.RM-2235.VAV-2235.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 007 ZN STPT
BONNER.2ND-FLR.RM-2235.VAV-2235.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 007 COM STPT
BONNER.2ND-FLR.RM-2235A.VAV-2235A.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 008 ZN STPT
BONNER.2ND-FLR.RM-2235A.VAV-2235A.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 008 COM STPT
BONNER.2ND-FLR.RM-2229.VAV-2229.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 009 ZN STPT
BONNER.2ND-FLR.RM-2229.VAV-2229.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 009 COM STPT
BONNER.2ND-FLR.RM-2222.VAV-2222.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 011 ZN STPT
BONNER.2ND-FLR.RM-2222.VAV-2222.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 011 COM STPT
BONNER.2ND-FLR.RM-2121.VAV-2121-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 014 ZN STPT
BONNER.2ND-FLR.RM-2121.VAV-2121-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 014 COM STPT
BONNER.2ND-FLR.RM-2213.VAV-2213.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 FEC 018 COM STPT
BONNER.2ND-FLR.RM-2214.VAV-2214.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 019 COM STPT
BONNER.2ND-FLR.RM-2121A.VAV-2121A.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 021 COM STPT
BONNER.2ND-FLR.RM-2206.VAV-2206.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 023 ZN STPT
BONNER.2ND-FLR.RM-2206.VAV-2206.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 023 COM STPT
BONNER.2ND-FLR.RM-2201.VAV-2201.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 024 ZN STPT
BONNER.2ND-FLR.RM-2201.VAV-2201.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 024 COM STPT
BONNER.2ND-FLR.RM-2202.VAV-2202.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 025 COM STPT
BONNER.2ND-FLR.RM-2129A.VAV-2129A.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 027 COM STPT
BONNER.2ND-FLR.RM-2150C.VAV-2150C.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 029 COM STPT
BONNER.2ND-FLR.RM-2145B.VAV-2145B.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 030 ZN STPT
BONNER.2ND-FLR.RM-2145B.VAV-2145B.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 030 COM STPT
BONNER.2ND-FLR.RM-2140.VAV-2140.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 031 COM STPT
BONNER.2ND-FLR.RM-2150.VAV-2150.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 034 COM STPT
BONNER.2ND-FLR.RM-2229C.VAV-2229-3.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 035 ZN STPT
BONNER.2ND-FLR.RM-2229C.VAV-2229-3.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 035 COM STPT
BONNER.2ND-FLR.RM-2001.VAV-2001.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 SAV 012 ZN STPT
BONNER.2ND-FLR.RM-2001.VAV-2001.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 012 COM STPT
BONNER.2ND-FLR.RM-2150A.VAV-2150A.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 013 COM STPT
BONNER.2ND-FLR.RM-2129B.VAV-2129B.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 FEC 028 COM STPT
BONNER.2ND-FLR.RM-2234.VAV-2234.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 107 FC 2 AH3 VMA 038 COM STPT
BONNER.2ND-FLR.RM-2242.VAV-2242.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH3 VMA 005 COM STPT
BONNER.2ND-FLR.RM-2000.VAV-2000.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH3 SAV 009 ZN STPT
BONNER.2ND-FLR.RM-2000.VAV-2000.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH3 SAV 009 COM STPT
BONNER.2ND-FLR.RM-2002.VAV-2002.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 011 ZN STPT
BONNER.2ND-FLR.RM-2002.VAV-2002.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 011 COM STPT
BONNER.2ND-FLR.RM-2325.VAV-2325.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 FEC 012 COM STPT
BONNER.2ND-FLR.RM-2417.VAV-2417-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 013 ZN STPT
BONNER.2ND-FLR.RM-2417.VAV-2417-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 013 COM STPT
BONNER.2ND-FLR.RM-2422.VAV-2422.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 017 ZN STPT
BONNER.2ND-FLR.RM-2422.VAV-2422.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 017 COM STPT
BONNER.2ND-FLR.RM-2430.VAV-2430.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 VMA 018 COM STPT
BONNER.2ND-FLR.RM-2317.VAV-2317-3.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 022 ZN STPT
BONNER.2ND-FLR.RM-2317.VAV-2317-3.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 022 COM STPT
BONNER.2ND-FLR.RM-2418.VAV-2418.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 VMA 024 COM STPT
BONNER.2ND-FLR.RM-2414.VAV-2414.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 VMA 025 COM STPT
BONNER.2ND-FLR.RM-2406.VAV-2406.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 027 ZN STPT
BONNER.2ND-FLR.RM-2406.VAV-2406.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 027 COM STPT
BONNER.2ND-FLR.RM-2401.VAV-2401-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 028 ZN STPT
BONNER.2ND-FLR.RM-2401.VAV-2401-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 028 COM STPT
BONNER.2ND-FLR.RM-2402.VAV-2402.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 VMA 032 COM STPT
BONNER.3RD-FLR.RM-3126.VAV-3126.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 004 COM STPT
BONNER.3RD-FLR.RM-3125.VAV-3125.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 FEC 006 COM STPT
BONNER.3RD-FLR.RM-3146.VAV-3146.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 007 COM STPT
BONNER.3RD-FLR.RM-3142.VAV-3142.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 009 COM STPT
BONNER.3RD-FLR.RM-3145.VAV-3145.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 FEC 011 COM STPT
BONNER.3RD-FLR.RM-3113.VAV-3113-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 012 ZN STPT
BONNER.3RD-FLR.RM-3113.VAV-3113-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 012 COM STPT
BONNER.3RD-FLR.RM-3214.VAV-3214.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 015 COM STPT
BONNER.3RD-FLR.RM-3205.VAV-3205-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 017 ZN STPT
BONNER.3RD-FLR.RM-3205.VAV-3205-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 017 COM STPT
BONNER.3RD-FLR.RM-3206.VAV-3206.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 021 ZN STPT
BONNER.3RD-FLR.RM-3206.VAV-3206.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 021 COM STPT
BONNER.3RD-FLR.RM-3114.VAV-3114.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 022 ZN STPT
BONNER.3RD-FLR.RM-3114.VAV-3114.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 022 COM STPT
BONNER.3RD-FLR.RM-3106.VAV-3106.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 023 COM STPT
BONNER.3RD-FLR.RM-3202.VAV-3202.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 VMA 027 COM STPT
BONNER.3RD-FLR.RM-3222.VAV-3222-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 028 ZN STPT
BONNER.3RD-FLR.RM-3222.VAV-3222-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 028 COM STPT
BONNER.3RD-FLR.RM-3222.VAV-3222-2.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 029 ZN STPT
BONNER.3RD-FLR.RM-3222.VAV-3222-2.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 029 COM STPT
BONNER.3RD-FLR.RM-3221.VAV-3221-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 030 ZN STPT
BONNER.3RD-FLR.RM-3221.VAV-3221-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 030 COM STPT
BONNER.2ND-FLR.RM-2130.VAV-2130.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH3 VMA 007 COM STPT
BONNER.2ND-FLR.RM-2310.VAV-2310.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 1 AH1 SAV 034 ZN STPT
BONNER.2ND-FLR.RM-2310.VAV-2310.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 034 COM STPT
BONNER.3RD-FLR.RM-3130.VAV-3130.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 108 FC 2 AH3 SAV 025 ZN STPT
BONNER.3RD-FLR.RM-3130.VAV-3130.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 025 COM STPT
BONNER.2ND-FLR.RM-2002A.VAV-2002A.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AHU1 SAV 010 COM STPT
BONNER.2ND-FLR.RM-2325.VAV2325-2.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 108 FC 1 AHU1 SAV 035 COM STPT
BONNER.3RD-FLR.RM-3230.VAV-3230.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH3 VMA 005 COM STPT
BONNER.3RD-FLR.RM-3246.VAV-3246.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH3 VMA 007 COM STPT
BONNER.3RD-FLR.RM-3000.VAV-3000.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH3 SAV 009 ZN STPT
BONNER.3RD-FLR.RM-3000.VAV-3000.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 009 COM STPT
BONNER.3RD-FLR.RM-3002.VAV-TM3002.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 010 ZN STPT
BONNER.3RD-FLR.RM-3002.VAV-TM3002.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 010 COM STPT
BONNER.3RD-FLR.RM-3329.VAV-3329.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 011 ZN STPT
BONNER.3RD-FLR.RM-3329.VAV-3329.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 011 COM STPT
BONNER.3RD-FLR.RM-3326.VAV-3326.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 VMA 012 COM STPT
BONNER.3RD-FLR.RM-3318.VAV-3318.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 014 ZN STPT
BONNER.3RD-FLR.RM-3318.VAV-3318.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 014 COM STPT
BONNER.3RD-FLR.RM-3317.VAV-3317-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 015 ZN STPT
BONNER.3RD-FLR.RM-3317.VAV-3317-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 015 COM STPT
BONNER.3RD-FLR.RM-3422.VAV-3422.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 018 ZN STPT
BONNER.3RD-FLR.RM-3422.VAV-3422.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 018 COM STPT
BONNER.3RD-FLR.RM-3417.VAV-3417.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 FEC 019 COM STPT
BONNER.3RD-FLR.RM-3430.VAV-3430.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 VMA 020 COM STPT
BONNER.3RD-FLR.RM-3401.VAV-3401-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 023 ZN STPT
BONNER.3RD-FLR.RM-3401.VAV-3401-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 023 COM STPT
BONNER.3RD-FLR.RM-3306.VAV-3306.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 VMA 027 COM STPT
BONNER.3RD-FLR.RM-3402.VAV-3402.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 VMA 029 COM STPT
BONNER.3RD-FLR.RM-3406.VAV-3406.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 SAV 031 ZN STPT
BONNER.3RD-FLR.RM-3406.VAV-3406.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 031 COM STPT
BONNER.3RD-FLR.RM-3414.VAV-3414.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH1 VMA 032 COM STPT
BONNER.4TH-FLR.RM-4121.VAV-4121.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 FEC 004 COM STPT
BONNER.4TH-FLR.RM-4221.VAV-4221-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 005 ZN STPT
BONNER.4TH-FLR.RM-4221.VAV-4221-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 005 COM STPT
BONNER.4TH-FLR.RM-4222.VAV-4222.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 009 ZN STPT
BONNER.4TH-FLR.RM-4222.VAV-4222.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 009 COM STPT
BONNER.4TH-FLR.RM-4126.VAV-4126.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 010 ZN STPT
BONNER.4TH-FLR.RM-4126.VAV-4126.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 010 COM STPT
BONNER.4TH-FLR.RM-4141.VAV-4141.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 011 ZN STPT
BONNER.4TH-FLR.RM-4141.VAV-4141.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 011 COM STPT
BONNER.4TH-FLR.RM-4134.VAV-4134.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 012 COM STPT
BONNER.4TH-FLR.RM-4145.VAV-4145.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 014 ZN STPT
BONNER.4TH-FLR.RM-4145.VAV-4145.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 014 COM STPT
BONNER.4TH-FLR.RM-4146.VAV-4146.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 015 COM STPT
BONNER.4TH-FLR.RM-4122.VAV-4122.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 017 COM STPT
BONNER.4TH-FLR.RM-4105.VAV-4105-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 019 ZN STPT
BONNER.4TH-FLR.RM-4105.VAV-4105-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 019 COM STPT
BONNER.4TH-FLR.RM-4205.VAV-4205-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 023 ZN STPT
BONNER.4TH-FLR.RM-4205.VAV-4205-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 023 COM STPT
BONNER.4TH-FLR.RM-4218.VAV-4218.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 028 COM STPT
BONNER.4TH-FLR.RM-4206.VAV-4206.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 029 ZN STPT
BONNER.4TH-FLR.RM-4206.VAV-4206.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 029 COM STPT
BONNER.4TH-FLR.RM-4202.VAV-4202.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 030 COM STPT
BONNER.4TH-FLR.RM-4106.VAV-4106.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 VMA 033 COM STPT
BONNER.4TH-FLR.RM-4110.VAV-4110.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 2 AH3 SAV 034 ZN STPT
BONNER.4TH-FLR.RM-4110.VAV-4110.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 034 COM STPT
BONNER.3RD-FLR.RM-3105.VAV-3105.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 109 FC 1 AH3 SAV 004 ZN STPT
BONNER.3RD-FLR.RM-3105.VAV-3105.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 004 COM STPT
BONNER.4TH-FLR.RM-4230.VAV-4230.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH3 VMA 005 COM STPT
BONNER.4TH-FLR.RM-4242.VAV-4242.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH3 VMA 007 COM STPT
BONNER.4TH-FLR.RM-4000.VAV-4000-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 SAV 008 ZN STPT
BONNER.4TH-FLR.RM-4000.VAV-4000-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 008 COM STPT
BONNER.4TH-FLR.RM-TM4002.VAV-TM4002.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AHX SAV 010 ZN STPT
BONNER.4TH-FLR.RM-TM4002.VAV-TM4002.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AHX SAV 010 COM STPT
BONNER.4TH-FLR.RM-4334.VAV-4334.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AHX VMA 011 COM STPT
BONNER.4TH-FLR.RM-4325A.VAV-4325A.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 SAV 013 ZN STPT
BONNER.4TH-FLR.RM-4325A.VAV-4325A.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 013 COM STPT
BONNER.4TH-FLR.RM-4430.VAV-4430.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 VMA 014 COM STPT
BONNER.4TH-FLR.RM-4326A.VAV-4326A.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 VMA 016 COM STPT
BONNER.4TH-FLR.RM-4325.VAV-4325.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 SAV 018 ZN STPT
BONNER.4TH-FLR.RM-4325.VAV-4325.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 018 COM STPT
BONNER.4TH-FLR.RM-4417.VAV-4417-1.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 SAV 020 ZN STPT
BONNER.4TH-FLR.RM-4417.VAV-4417-1.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 020 COM STPT
BONNER.4TH-FLR.RM-4422.VAV-4422.ZN-STPT,Zone Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 SAV 022 ZN STPT
BONNER.4TH-FLR.RM-4422.VAV-4422.COM-STPT,Common Setpoint,common setpoint,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 022 COM STPT
BONNER.4TH-FLR.RM-4305.VAV-4305.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 FEC 023 COM STPT
BONNER.4TH-FLR.RM-4306.VAV-4306.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 VMA 024 COM STPT
BONNER.4TH-FLR.RM-4318.VAV-4318.COM-STPT,Common Setpoint,common setpoint,,64,Analog Value,2,NAE 110 FC 1 AH1 VMA 026 COM STPT
